FECHA,PROVINCIA_DESTINO,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2022/08,Badajoz,45158,430144,10.0
2022/08,Barcelona,933165,6374447,7.0
2022/08,Bizkaia,63307,466163,7.0
2022/08,Burgos,73915,336433,5.0
2022/08,Cantabria,58706,556274,9.0
2022/08,Castellón/Castelló,92636,902219,10.0
2022/08,Ceuta,21845,104261,5.0
2022/08,Ciudad Real,17832,174491,10.0
2022/08,Cuenca,12787,141241,11.0
2022/08,Cáceres,33060,263861,8.0
2022/08,Cádiz,188134,1490032,8.0
2022/08,Córdoba,22295,245973,11.0
2022/08,Gerona/Girona,660404,5152743,8.0
2022/08,Granada,93384,825276,9.0
2022/08,Guadalajara,18562,182459,10.0
2022/08,Guipúzcoa/Gipuzkoa,185136,1055111,6.0
2022/08,Huelva,61908,495671,8.0
2022/08,Huesca,48265,333623,7.0
2022/08,Islas Baleares/Illes Balears,2009618,14789954,7.0
2022/08,Jaén,20215,186745,9.0
2022/08,La Rioja,14335,137827,10.0
2022/08,Las Palmas,584257,5054428,9.0
2022/08,León,31690,297251,9.0
2022/08,Lleida,49488,422214,9.0
2022/08,Lugo,18561,190750,10.0
2022/08,Madrid,394164,3188877,8.0
2022/08,Melilla,35475,138680,4.0
2022/08,Murcia,114136,1178638,10.0
2022/08,Málaga,651885,5892464,9.0
2022/08,Navarra,58580,454110,8.0
2022/08,Ourense,50976,425973,8.0
2022/08,Palencia,24091,116431,5.0
2022/08,Pontevedra,112349,947562,8.0
2022/08,Salamanca,62786,416976,7.0
2022/08,Santa Cruz de Tenerife,402039,3541249,9.0
2022/08,Segovia,11667,110750,9.0
2022/08,Sevilla,104627,829422,8.0
2022/08,Soria,9232,84496,9.0
2022/08,Tarragona,288191,2455206,9.0
2022/08,Teruel,9232,89444,10.0
2022/08,Toledo,27706,268337,10.0
2022/08,Valencia/València,224610,2101559,9.0
2022/08,Valladolid,32373,260557,8.0
2022/08,Zamora,35354,240994,7.0
2022/08,Zaragoza,43065,396659,9.0
2022/08,Álava/Araba,50846,274358,5.0
2022/08,Ávila,10449,107777,10.0
2022/09,A Coruña,66548,543108,8.0
2022/09,Albacete,12570,102370,8.0
2022/09,Alicante/Alacant,520950,4219662,8.0
2022/09,Almería,72790,613016,8.0
2022/09,Asturias,44692,365529,8.0
2022/09,Badajoz,37654,257494,7.0
2022/09,Barcelona,901689,4767282,5.0
2022/09,Bizkaia,55065,331708,6.0
2022/09,Burgos,37352,214648,6.0
2022/09,Cantabria,41456,323397,8.0
2022/09,Castellón/Castelló,49648,408790,8.0
2022/09,Ceuta,14301,64127,4.0
2022/09,Ciudad Real,14915,111239,7.0
2022/09,Cuenca,10522,81162,8.0
2022/09,Cáceres,22467,147978,7.0
2022/09,Cádiz,159387,1112840,7.0
2022/09,Córdoba,19709,152043,8.0
2022/09,Gerona/Girona,400396,2627066,7.0
2022/09,Granada,76605,537448,7.0
2022/09,Guadalajara,16323,114188,7.0
2022/09,Guipúzcoa/Gipuzkoa,128450,667303,5.0
2022/09,Huelva,49775,337895,7.0
2022/09,Huesca,37711,204187,5.0
2022/09,Islas Baleares/Illes Balears,1884618,12259503,7.0
2022/09,Jaén,14848,117866,8.0
2022/09,La Rioja,13932,99427,7.0
2022/09,Las Palmas,563929,4545493,8.0
2022/09,León,18935,160847,8.0
2022/09,Lleida,48728,316635,6.0
2022/09,Lugo,15522,127275,8.0
2022/09,Madrid,593942,3415590,6.0
2022/09,Melilla,17242,78737,5.0
2022/09,Murcia,88333,730521,8.0
2022/09,Málaga,541327,3963769,7.0
2022/09,Navarra,65113,363893,6.0
2022/09,Ourense,29256,207591,7.0
2022/09,Palencia,11546,71245,6.0
2022/09,Pontevedra,73607,521730,7.0
2022/09,Salamanca,41102,240926,6.0
2022/09,Santa Cruz de Tenerife,379381,3032939,8.0
2022/09,Segovia,10667,74458,7.0
2022/09,Sevilla,105287,638866,6.0
2022/09,Soria,8659,56448,7.0
2022/09,Tarragona,178542,1351691,8.0
2022/09,Teruel,9668,64610,7.0
2022/09,Toledo,24124,177835,7.0
2022/09,Valencia/València,187175,1294189,7.0
2022/09,Valladolid,21541,144090,7.0
2022/09,Zamora,18683,119021,6.0
2022/09,Zaragoza,42693,286582,7.0
2022/09,Álava/Araba,30310,192690,6.0
2022/09,Ávila,7486,62430,8.0
2022/10,A Coruña,61692,511890,8.0
2022/10,Albacete,12075,105562,9.0
2022/10,Alicante/Alacant,494488,4120774,8.0
2022/10,Almería,72783,648400,9.0
2022/10,Asturias,35067,289523,8.0
2022/10,Badajoz,30262,249817,8.0
2022/10,Barcelona,935757,4957047,5.0
2022/10,Bizkaia,61136,375136,6.0
2022/10,Burgos,38516,238312,6.0
2022/10,Cantabria,36645,257723,7.0
2022/10,Castellón/Castelló,48630,416978,9.0
2022/10,Ceuta,13109,88275,7.0
2022/10,Ciudad Real,14478,119555,8.0
2022/10,Cuenca,10578,83018,8.0
2022/10,Cáceres,20688,145954,7.0
2022/10,Cádiz,157378,1146754,7.0
2022/10,Córdoba,23677,192248,8.0
2022/10,Gerona/Girona,317008,1909025,6.0
2022/10,Granada,83410,625884,8.0
2022/10,Guadalajara,15654,108531,7.0
2022/10,Guipúzcoa/Gipuzkoa,127045,802352,6.0
2022/10,Huelva,39828,309905,8.0
2022/10,Huesca,26492,152966,6.0
2022/10,Islas Baleares/Illes Balears,1330027,8508749,6.0
2022/10,Jaén,14833,122929,8.0
2022/10,La Rioja,13328,104756,8.0
2022/10,Las Palmas,691837,5408359,8.0
2022/10,León,15974,153658,10.0
2022/10,Lleida,39918,280639,7.0
2022/10,Lugo,13543,119123,9.0
2022/10,Madrid,656013,4181813,6.0
2022/10,Melilla,10534,86646,8.0
2022/10,Murcia,95040,849553,9.0
2022/10,Málaga,527396,3935069,7.0
2022/10,Navarra,62898,398726,6.0
2022/10,Ourense,20765,161557,8.0
2022/10,Palencia,10767,72590,7.0
2022/10,Pontevedra,57945,434741,8.0
2022/10,Salamanca,37421,253573,7.0
2022/10,Santa Cruz de Tenerife,445641,3459475,8.0
2022/10,Segovia,10591,84407,8.0
2022/10,Sevilla,125374,838585,7.0
2022/10,Soria,7950,53213,7.0
2022/10,Tarragona,148591,1055380,7.0
2022/10,Teruel,8289,63230,8.0
2022/10,Toledo,25154,195105,8.0
2022/10,Valencia/València,199633,1407646,7.0
2022/10,Valladolid,21066,160329,8.0
2022/10,Zamora,16251,112113,7.0
2022/10,Zaragoza,43944,334495,8.0
2022/10,Álava/Araba,32033,225760,7.0
2022/10,Ávila,6880,58144,8.0
2022/11,A Coruña,37614,324478,9.0
2022/11,Albacete,10777,93634,9.0
2022/11,Alicante/Alacant,329193,2897211,9.0
2022/11,Almería,45226,429141,9.0
2022/11,Asturias,27148,232194,9.0
2022/11,Badajoz,26528,236316,9.0
2022/11,Barcelona,747280,4068835,5.0
2022/11,Bizkaia,42303,277018,7.0
2022/11,Burgos,28133,188167,7.0
2022/11,Cantabria,22647,175483,8.0
2022/11,Castellón/Castelló,39316,316173,8.0
2022/11,Ceuta,10751,59324,6.0
2022/11,Ciudad Real,12778,102526,8.0
2022/11,Cuenca,9285,75731,8.0
2022/11,Cáceres,17888,128736,7.0
2022/11,Cádiz,116018,850740,7.0
2022/11,Córdoba,19828,162564,8.0
2022/11,Gerona/Girona,202558,1183285,6.0
2022/11,Granada,60969,456363,7.0
2022/11,Guadalajara,14350,102464,7.0
2022/11,Guipúzcoa/Gipuzkoa,96380,599274,6.0
2022/11,Huelva,25389,215563,8.0
2022/11,Huesca,20980,124574,6.0
2022/11,Islas Baleares/Illes Balears,233201,1711660,7.0
2022/11,Jaén,12367,111556,9.0
2022/11,La Rioja,10415,81338,8.0
2022/11,Las Palmas,661098,4923829,7.0
2022/11,León,12248,114567,9.0
2022/11,Lleida,34626,255130,7.0
2022/11,Lugo,8495,82470,10.0
2022/11,Madrid,552153,3247619,6.0
2022/11,Melilla,8377,44584,5.0
2022/11,Murcia,68053,622658,9.0
2022/11,Málaga,327067,2643377,8.0
2022/11,Navarra,49661,327488,7.0
2022/11,Ourense,17380,139341,8.0
2022/11,Palencia,8414,58964,7.0
2022/11,Pontevedra,42128,352421,8.0
2022/11,Salamanca,28094,213456,8.0
2022/11,Santa Cruz de Tenerife,453937,3399394,7.0
2022/11,Segovia,7967,63005,8.0
2022/11,Sevilla,105071,674060,6.0
2022/11,Soria,7180,51694,7.0
2022/11,Tarragona,70197,497595,7.0
2022/11,Teruel,7404,55648,8.0
2022/11,Toledo,22129,178206,8.0
2022/11,Valencia/València,169716,1220140,7.0
2022/11,Valladolid,17848,142312,8.0
2022/11,Zamora,12870,100382,8.0
2022/11,Zaragoza,39261,287830,7.0
2022/11,Álava/Araba,24981,179261,7.0
2022/11,Ávila,5473,45936,8.0
2022/12,A Coruña,32132,291111,9.0
2022/12,Albacete,11720,117455,10.0
2022/12,Alicante/Alacant,227892,2107396,9.0
2022/12,Almería,39788,412849,10.0
2022/12,Asturias,23720,221622,9.0
2022/12,Badajoz,30843,300813,10.0
2022/12,Barcelona,542635,3455625,6.0
2022/12,Bizkaia,33639,254696,8.0
2022/12,Burgos,33175,194686,6.0
2022/12,Cantabria,17756,148459,8.0
2022/12,Castellón/Castelló,33041,295497,9.0
2022/12,Ceuta,10555,65619,6.0
2022/12,Ciudad Real,13964,125852,9.0
2022/12,Cuenca,8866,80150,9.0
2022/12,Cáceres,16993,141321,8.0
2022/12,Cádiz,94919,758149,8.0
2022/12,Córdoba,17949,173616,10.0
2022/12,Gerona/Girona,142126,981739,7.0
2022/12,Granada,53144,438878,8.0
2022/12,Guadalajara,14681,115816,8.0
2022/12,Guipúzcoa/Gipuzkoa,88030,689090,8.0
2022/12,Huelva,23998,216371,9.0
2022/12,Huesca,17163,119392,7.0
2022/12,Islas Baleares/Illes Balears,141419,1064330,8.0
2022/12,Jaén,13724,129126,9.0
2022/12,La Rioja,9290,82527,9.0
2022/12,Las Palmas,714244,5732334,8.0
2022/12,León,11114,104924,9.0
2022/12,Lleida,36845,285906,8.0
2022/12,Lugo,7649,77719,10.0
2022/12,Madrid,482767,3332494,7.0
2022/12,Melilla,8864,58354,7.0
2022/12,Murcia,57283,591267,10.0
2022/12,Málaga,238270,2069583,9.0
2022/12,Navarra,39960,320578,8.0
2022/12,Ourense,19125,164069,9.0
2022/12,Palencia,10144,68183,7.0
2022/12,Pontevedra,77213,428936,6.0
2022/12,Salamanca,29493,262617,9.0
2022/12,Santa Cruz de Tenerife,511811,4252972,8.0
2022/12,Segovia,7402,66142,9.0
2022/12,Sevilla,83146,612439,7.0
2022/12,Soria,6396,49119,8.0
2022/12,Tarragona,48429,388995,8.0
2022/12,Teruel,6316,57976,9.0
2022/12,Toledo,23437,196543,8.0
2022/12,Valencia/València,138809,1170860,8.0
2022/12,Valladolid,18775,156354,8.0
2022/12,Zamora,14616,117105,8.0
2022/12,Zaragoza,35673,308556,9.0
2022/12,Álava/Araba,26649,192986,7.0
2022/12,Ávila,5279,46557,9.0
2023/01,A Coruña,31871,316254,10.0
2023/01,Albacete,10810,105588,10.0
2023/01,Alicante/Alacant,290237,2661385,9.0
2023/01,Almería,42246,419814,10.0
2023/01,Asturias,25200,252842,10.0
2023/01,Badajoz,26087,242073,9.0
2023/01,Barcelona,633629,3743855,6.0
2023/01,Bizkaia,35650,265398,7.0
2023/01,Burgos,31482,175272,6.0
2023/01,Cantabria,19870,164358,8.0
2023/01,Castellón/Castelló,35720,331435,9.0
2023/01,Ceuta,13258,70950,5.0
2023/01,Ciudad Real,13324,118106,9.0
2023/01,Cuenca,8106,67715,8.0
2023/01,Cáceres,14900,117127,8.0
2023/01,Cádiz,98106,770666,8.0
2023/01,Córdoba,16765,168094,10.0
2023/01,Gerona/Girona,171177,1025841,6.0
2023/01,Granada,60051,468690,8.0
2023/01,Guadalajara,12947,102769,8.0
2023/01,Guipúzcoa/Gipuzkoa,77588,498754,6.0
2023/01,Huelva,25595,210057,8.0
2023/01,Huesca,16314,107469,7.0
2023/01,Islas Baleares/Illes Balears,156045,1199529,8.0
2023/01,Jaén,11440,121607,11.0
2023/01,La Rioja,9313,81317,9.0
2023/01,Las Palmas,685528,5461225,8.0
2023/01,León,11873,113358,10.0
2023/01,Lleida,39438,285854,7.0
2023/01,Lugo,7026,70948,10.0
2023/01,Madrid,478392,3386477,7.0
2023/01,Melilla,12648,68625,5.0
2023/01,Murcia,63397,627790,10.0
2023/01,Málaga,298136,2503154,8.0
2023/01,Navarra,39040,274849,7.0
2023/01,Ourense,19810,156296,8.0
2023/01,Palencia,9695,62668,6.0
2023/01,Pontevedra,48850,422714,9.0
2023/01,Salamanca,26738,186158,7.0
2023/01,Santa Cruz de Tenerife,474240,3955664,8.0
2023/01,Segovia,7056,57533,8.0
2023/01,Sevilla,94456,677765,7.0
2023/01,Soria,5457,38235,7.0
2023/01,Tarragona,53651,442697,8.0
2023/01,Teruel,5483,46748,9.0
2023/01,Toledo,21840,196933,9.0
2023/01,Valencia/València,147151,1245241,8.0
2023/01,Valladolid,19576,155234,8.0
2023/01,Zamora,13183,90246,7.0
2023/01,Zaragoza,35171,297465,8.0
2023/01,Álava/Araba,25392,150302,6.0
2023/01,Ávila,4521,42222,9.0
2023/02,A Coruña,26444,223944,8.0
2023/02,Albacete,10394,91025,9.0
2023/02,Alicante/Alacant,258483,2183490,8.0
2023/02,Almería,43959,425601,10.0
2023/02,Asturias,24271,201397,8.0
2023/02,Badajoz,32922,289401,9.0
2023/02,Barcelona,628547,3341815,5.0
2023/02,Bizkaia,34276,212793,6.0
2023/02,Burgos,25913,153735,6.0
2023/02,Cantabria,17893,130053,7.0
2023/02,Castellón/Castelló,33490,280256,8.0
2023/02,Ceuta,10360,60543,6.0
2023/02,Ciudad Real,13772,106540,8.0
2023/02,Cuenca,7798,63686,8.0
2023/02,Cáceres,16407,123555,8.0
2023/02,Cádiz,87559,658057,8.0
2023/02,Córdoba,17142,144518,8.0
2023/02,Gerona/Girona,158162,905944,6.0
2023/02,Granada,56545,419597,7.0
2023/02,Guadalajara,12701,94506,7.0
2023/02,Guipúzcoa/Gipuzkoa,84110,564834,7.0
2023/02,Huelva,27879,229642,8.0
2023/02,Huesca,22658,121260,5.0
2023/02,Islas Baleares/Illes Balears,182448,1225818,7.0
2023/02,Jaén,10798,101014,9.0
2023/02,La Rioja,8798,68597,8.0
2023/02,Las Palmas,683698,5290690,8.0
2023/02,León,11415,86517,8.0
2023/02,Lleida,48798,297158,6.0
2023/02,Lugo,7090,66921,9.0
2023/02,Madrid,421130,2599731,6.0
2023/02,Melilla,8608,52380,6.0
2023/02,Murcia,64349,596018,9.0
2023/02,Málaga,270944,2167403,8.0
2023/02,Navarra,41264,275979,7.0
2023/02,Ourense,21768,162943,7.0
2023/02,Palencia,7585,49312,7.0
2023/02,Pontevedra,38080,325524,9.0
2023/02,Salamanca,31711,214068,7.0
2023/02,Santa Cruz de Tenerife,484856,3943217,8.0
2023/02,Segovia,6735,50229,7.0
2023/02,Sevilla,94779,597869,6.0
2023/02,Soria,5955,39127,7.0
2023/02,Tarragona,50066,366111,7.0
2023/02,Teruel,5651,44359,8.0
2023/02,Toledo,20951,168698,8.0
2023/02,Valencia/València,138035,1006327,7.0
2023/02,Valladolid,15705,122937,8.0
2023/02,Zamora,13257,101260,8.0
2023/02,Zaragoza,35307,254973,7.0
2023/02,Álava/Araba,23380,155887,7.0
2023/02,Ávila,5121,38688,8.0
2023/03,A Coruña,34507,277008,8.0
2023/03,Albacete,11880,108907,9.0
2023/03,Alicante/Alacant,359537,2968949,8.0
2023/03,Almería,48596,485554,10.0
2023/03,Asturias,26514,224950,8.0
2023/03,Badajoz,37767,321455,9.0
2023/03,Barcelona,827519,4409267,5.0
2023/03,Bizkaia,41447,272795,7.0
2023/03,Burgos,31781,199356,6.0
2023/03,Cantabria,21820,153627,7.0
2023/03,Castellón/Castelló,41376,357444,9.0
2023/03,Ceuta,12394,71262,6.0
2023/03,Ciudad Real,14544,124541,9.0
2023/03,Cuenca,8980,78434,9.0
2023/03,Cáceres,19659,148002,8.0
2023/03,Cádiz,115182,859845,7.0
2023/03,Córdoba,21600,180229,8.0
2023/03,Gerona/Girona,193510,1126353,6.0
2023/03,Granada,69022,531871,8.0
2023/03,Guadalajara,15525,113987,7.0
2023/03,Guipúzcoa/Gipuzkoa,99680,627503,6.0
2023/03,Huelva,36002,298793,8.0
2023/03,Huesca,22176,131895,6.0
2023/03,Islas Baleares/Illes Balears,358283,2352098,7.0
2023/03,Jaén,12454,110946,9.0
2023/03,La Rioja,10601,84128,8.0
2023/03,Las Palmas,724551,5591150,8.0
2023/03,León,12926,112369,9.0
2023/03,Lleida,48814,332818,7.0
2023/03,Lugo,8473,76399,9.0
2023/03,Madrid,566664,3431482,6.0
2023/03,Melilla,11444,67976,6.0
2023/03,Murcia,66217,635691,10.0
2023/03,Málaga,369618,2908101,8.0
2023/03,Navarra,48162,311940,6.0
2023/03,Ourense,22541,185046,8.0
2023/03,Palencia,9002,60654,7.0
2023/03,Pontevedra,44030,353997,8.0
2023/03,Salamanca,35986,278606,8.0
2023/03,Santa Cruz de Tenerife,521049,4115679,8.0
2023/03,Segovia,9013,67256,7.0
2023/03,Sevilla,126696,815274,6.0
2023/03,Soria,7251,47490,7.0
2023/03,Tarragona,58778,440621,7.0
2023/03,Teruel,7764,58322,8.0
2023/03,Toledo,25277,209693,8.0
2023/03,Valencia/València,197817,1413137,7.0
2023/03,Valladolid,19135,156099,8.0
2023/03,Zamora,15471,124968,8.0
2023/03,Zaragoza,42388,312947,7.0
2023/03,Álava/Araba,26865,185565,7.0
2023/03,Ávila,5803,47304,8.0
2023/04,A Coruña,51724,390282,8.0
2023/04,Albacete,13579,122510,9.0
2023/04,Alicante/Alacant,469469,3645268,8.0
2023/04,Almería,62100,554961,9.0
2023/04,Asturias,34978,289707,8.0
2023/04,Badajoz,47668,415813,9.0
2023/04,Barcelona,947804,5062892,5.0
2023/04,Bizkaia,51762,331486,6.0
2023/04,Burgos,41376,243848,6.0
2023/04,Cantabria,29986,218913,7.0
2023/04,Castellón/Castelló,48587,408017,8.0
2023/04,Ceuta,12629,69782,6.0
2023/04,Ciudad Real,15036,134396,9.0
2023/04,Cuenca,11868,98792,8.0
2023/04,Cáceres,28478,204124,7.0
2023/04,Cádiz,150868,1075794,7.0
2023/04,Córdoba,27309,226264,8.0
2023/04,Gerona/Girona,313104,1748717,6.0
2023/04,Granada,87687,654089,7.0
2023/04,Guadalajara,17422,134801,8.0
2023/04,Guipúzcoa/Gipuzkoa,127166,826601,7.0
2023/04,Huelva,53937,384130,7.0
2023/04,Huesca,28399,163621,6.0
2023/04,Islas Baleares/Illes Balears,1101841,6284990,6.0
2023/04,Jaén,14706,138458,9.0
2023/04,La Rioja,12904,105932,8.0
2023/04,Las Palmas,661137,4931926,7.0
2023/04,León,18844,150530,8.0
2023/04,Lleida,44246,337622,8.0
2023/04,Lugo,12260,104607,9.0
2023/04,Madrid,621867,3863172,6.0
2023/04,Melilla,9400,65211,7.0
2023/04,Murcia,88232,787629,9.0
2023/04,Málaga,533241,3841819,7.0
2023/04,Navarra,61208,408663,7.0
2023/04,Ourense,30769,234635,8.0
2023/04,Palencia,12647,74861,6.0
2023/04,Pontevedra,63930,480582,8.0
2023/04,Salamanca,47486,326025,7.0
2023/04,Santa Cruz de Tenerife,474390,3615634,8.0
2023/04,Segovia,11291,83092,7.0
2023/04,Sevilla,143982,946355,7.0
2023/04,Soria,9272,65712,7.0
2023/04,Tarragona,127189,811121,6.0
2023/04,Teruel,10186,79608,8.0
2023/04,Toledo,28036,220694,8.0
2023/04,Valencia/València,206776,1538651,7.0
2023/04,Valladolid,22975,175799,8.0
2023/04,Zamora,22170,158773,7.0
2023/04,Zaragoza,48076,383513,8.0
2023/04,Álava/Araba,31196,223434,7.0
2023/04,Ávila,8161,65882,8.0
2023/05,A Coruña,63221,493108,8.0
2023/05,Albacete,14179,123341,9.0
2023/05,Alicante/Alacant,533555,3970893,7.0
2023/05,Almería,72158,614177,9.0
2023/05,Asturias,42128,330421,8.0
2023/05,Badajoz,36840,324400,9.0
2023/05,Barcelona,1082070,5446165,5.0
2023/05,Bizkaia,64716,377135,6.0
2023/05,Burgos,42795,261807,6.0
2023/05,Cantabria,37978,248962,7.0
2023/05,Castellón/Castelló,50506,403023,8.0
2023/05,Ceuta,12429,63022,5.0
2023/05,Ciudad Real,16624,134337,8.0
2023/05,Cuenca,12375,96969,8.0
2023/05,Cáceres,25411,196844,8.0
2023/05,Cádiz,176790,1261605,7.0
2023/05,Córdoba,30288,243854,8.0
2023/05,Gerona/Girona,416236,2169339,5.0
2023/05,Granada,94193,692740,7.0
2023/05,Guadalajara,18162,135385,7.0
2023/05,Guipúzcoa/Gipuzkoa,142389,873280,6.0
2023/05,Huelva,48746,383435,8.0
2023/05,Huesca,42644,213117,5.0
2023/05,Islas Baleares/Illes Balears,1662382,9361026,6.0
2023/05,Jaén,15854,142083,9.0
2023/05,La Rioja,15772,119153,8.0
2023/05,Las Palmas,550331,4130396,8.0
2023/05,León,20199,188255,9.0
2023/05,Lleida,50300,347801,7.0
2023/05,Lugo,15389,127218,8.0
2023/05,Madrid,631076,3865416,6.0
2023/05,Melilla,9191,51010,6.0
2023/05,Murcia,87505,744668,9.0
2023/05,Málaga,601448,4131325,7.0
2023/05,Navarra,81107,492206,6.0
2023/05,Ourense,23825,197674,8.0
2023/05,Palencia,12418,78201,6.0
2023/05,Pontevedra,69251,530146,8.0
2023/05,Salamanca,44447,318754,7.0
2023/05,Santa Cruz de Tenerife,389677,2948908,8.0
2023/05,Segovia,11826,85729,7.0
2023/05,Sevilla,145670,930745,6.0
2023/05,Soria,9548,66114,7.0
2023/05,Tarragona,176311,1102475,6.0
2023/05,Teruel,9958,73192,7.0
2023/05,Toledo,31504,240932,8.0
2023/05,Valencia/València,229997,1554800,7.0
2023/05,Valladolid,25645,191672,7.0
2023/05,Zamora,19280,141086,7.0
2023/05,Zaragoza,56135,404632,7.0
2023/05,Álava/Araba,33436,229859,7.0
2023/05,Ávila,8445,62927,7.0
2023/06,A Coruña,62859,512244,8.0
2023/06,Albacete,13529,121391,9.0
2023/06,Alicante/Alacant,541825,4256375,8.0
2023/06,Almería,72142,624863,9.0
2023/06,Asturias,43937,367074,8.0
2023/06,Badajoz,42890,372108,9.0
2023/06,Barcelona,1057939,5730670,5.0
2023/06,Bizkaia,62782,407464,6.0
2023/06,Burgos,41283,270341,7.0
2023/06,Cantabria,40114,286178,7.0
2023/06,Castellón/Castelló,49190,404083,8.0
2023/06,Ceuta,11152,58081,5.0
2023/06,Ciudad Real,15834,138061,9.0
2023/06,Cuenca,10950,91403,8.0
2023/06,Cáceres,23159,181228,8.0
2023/06,Cádiz,153458,1148809,7.0
2023/06,Córdoba,23354,204184,9.0
2023/06,Gerona/Girona,391929,2468866,6.0
2023/06,Granada,78769,620945,8.0
2023/06,Guadalajara,18102,138581,8.0
2023/06,Guipúzcoa/Gipuzkoa,152408,902104,6.0
2023/06,Huelva,51963,376844,7.0
2023/06,Huesca,33077,192752,6.0
2023/06,Islas Baleares/Illes Balears,1991387,11894543,6.0
2023/06,Jaén,13954,120756,9.0
2023/06,La Rioja,14713,121469,8.0
2023/06,Las Palmas,564821,4259069,8.0
2023/06,León,19759,187119,9.0
2023/06,Lleida,51095,367576,7.0
2023/06,Lugo,15027,130052,9.0
2023/06,Madrid,618147,3909494,6.0
2023/06,Melilla,7870,51337,7.0
2023/06,Murcia,86749,753636,9.0
2023/06,Málaga,598973,4308601,7.0
2023/06,Navarra,70670,474891,7.0
2023/06,Ourense,28507,233225,8.0
2023/06,Palencia,11660,78350,7.0
2023/06,Pontevedra,73784,527245,7.0
2023/06,Salamanca,45475,340739,7.0
2023/06,Santa Cruz de Tenerife,386069,2922139,8.0
2023/06,Segovia,11282,86171,8.0
2023/06,Sevilla,124422,846182,7.0
2023/06,Soria,9653,67267,7.0
2023/06,Tarragona,175295,1299977,7.0
2023/06,Teruel,8375,64344,8.0
2023/06,Toledo,30779,235774,8.0
2023/06,Valencia/València,215883,1591899,7.0
2023/06,Valladolid,23023,180355,8.0
2023/06,Zamora,20324,155062,8.0
2023/06,Zaragoza,48098,372144,8.0
2023/06,Álava/Araba,31600,222201,7.0
2023/06,Ávila,8003,62107,8.0
2023/07,A Coruña,76643,603632,8.0
2023/07,Albacete,18070,145156,8.0
2023/07,Alicante/Alacant,712076,5951107,8.0
2023/07,Almería,98045,741644,8.0
2023/07,Asturias,56169,446105,8.0
2023/07,Badajoz,69521,460269,7.0
2023/07,Barcelona,1202650,6687540,6.0
2023/07,Bizkaia,84441,515266,6.0
2023/07,Burgos,79701,306176,4.0
2023/07,Cantabria,55361,395221,7.0
2023/07,Castellón/Castelló,77565,565582,7.0
2023/07,Ceuta,18588,86464,5.0
2023/07,Ciudad Real,21827,159383,7.0
2023/07,Cuenca,13050,98782,8.0
2023/07,Cáceres,34275,196912,6.0
2023/07,Cádiz,201089,1301030,6.0
2023/07,Córdoba,23514,201353,9.0
2023/07,Gerona/Girona,755248,4598848,6.0
2023/07,Granada,94262,688240,7.0
2023/07,Guadalajara,20143,143159,7.0
2023/07,Guipúzcoa/Gipuzkoa,228055,1217721,5.0
2023/07,Huelva,68893,437569,6.0
2023/07,Huesca,60027,312915,5.0
2023/07,Islas Baleares/Illes Balears,2287816,14695616,6.0
2023/07,Jaén,18830,133483,7.0
2023/07,La Rioja,16408,124046,8.0
2023/07,Las Palmas,625814,5046379,8.0
2023/07,León,24088,188607,8.0
2023/07,Lleida,80937,458908,6.0
2023/07,Lugo,17248,139843,8.0
2023/07,Madrid,663257,4095496,6.0
2023/07,Melilla,23581,92990,4.0
2023/07,Murcia,113729,940955,8.0
2023/07,Málaga,734976,5622570,8.0
2023/07,Navarra,131716,633799,5.0
2023/07,Ourense,51742,308260,6.0
2023/07,Palencia,19618,82716,4.0
2023/07,Pontevedra,104091,682397,7.0
2023/07,Salamanca,63629,378612,6.0
2023/07,Santa Cruz de Tenerife,428271,3444581,8.0
2023/07,Segovia,14398,96187,7.0
2023/07,Sevilla,119399,787879,7.0
2023/07,Soria,11050,71964,7.0
2023/07,Tarragona,276744,1987435,7.0
2023/07,Teruel,10601,71789,7.0
2023/07,Toledo,35290,249162,7.0
2023/07,Valencia/València,264001,1921034,7.0
2023/07,Valladolid,35870,200577,6.0
2023/07,Zamora,30330,175909,6.0
2023/07,Zaragoza,54736,407182,7.0
2023/07,Álava/Araba,55733,258925,5.0
2023/07,Ávila,10933,78902,7.0
2023/08,A Coruña,110197,942749,9.0
2023/08,Albacete,21209,182291,9.0
2023/08,Alicante/Alacant,813305,7596352,9.0
2023/08,Almería,122408,993243,8.0
2023/08,Asturias,84902,734048,9.0
2023/08,Badajoz,94872,620023,7.0
2023/08,Barcelona,1069519,6435165,6.0
2023/08,Bizkaia,94065,626796,7.0
2023/08,Burgos,105480,400022,4.0
2023/08,Cantabria,80063,657788,8.0
2023/08,Castellón/Castelló,109800,957898,9.0
2023/08,Ceuta,27589,113756,4.0
2023/08,Ciudad Real,24005,173496,7.0
2023/08,Cuenca,16524,131611,8.0
2023/08,Cáceres,53115,309845,6.0
2023/08,Cádiz,250118,1614986,6.0
2023/08,Córdoba,28443,248958,9.0
2023/08,Gerona/Girona,821544,5544881,7.0
2023/08,Granada,120418,884743,7.0
2023/08,Guadalajara,23332,176152,8.0
2023/08,Guipúzcoa/Gipuzkoa,301991,1485064,5.0
2023/08,Huelva,93772,584005,6.0
2023/08,Huesca,90555,517526,6.0
2023/08,Islas Baleares/Illes Balears,2201001,15179957,7.0
2023/08,Jaén,23853,170960,7.0
